arch	modality	classification	graph_file	text_dir	acc_mean	precision_mean	recall_mean	f1_mean	auc_mean	acc_std	precision_std	recall_std	f1_std	auc_std
GCN	both	binary	patient_graph/patient_graph_mel_generation_mel_k10.pt	embeddings/BioBERT_embeddings/	0.4549361207897794	0.2561166485233792	0.4549361207897794	0.3152229030946037	0.4597735418703161	0.24786532261524233	0.2480655982443739	0.24786532261524233	0.270345646945967	0.14613901180489272
